"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Cost per add to cart","Cost per checkout initiated","Landing page views","Cost per landing page view","Landing page views rate per link clicks","Unique link clicks","Unique CTR (link click-through rate)","Adds to cart","Checkouts initiated",Leads,"Cost per lead","Result rate",Views,Viewers,"Results rate per link clicks","Ad Delivery","Campaign Delivery","Ad set delivery","Quality ranking","Engagement rate ranking","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Cost per ThruPlay","Outbound clicks","Unique outbound clicks","CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique CTR (all)","Unique clicks (all)","Instagram profile visits","Ad recall lift","Ad recall lift rate",Bid,"Bid type","Buying type","Performance goal",Objective,"Reporting starts","Reporting ends","Campaign Budget","Campaign Budget Type"
"Sales - Copy","Zaiko + InBound (English) - Copy","Opening Weekend Video - Copy",2026-02-02,not_delivering,ad,349,391,1.12034384,"7-day click or 1-day view",,,340,,2026-01-28,Ongoing,0,0,13.6,869.56521739,,,25,17.89473684,,,17,20,68,19,5.44412607,,,5,68,,385,322,,not_delivering,inactive,not_delivering,-,-,8,92,49,30,16,16,2.125,4.53333333,25,19,6.39386189,6.39386189,5.44412607,8.30945559,29,8,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad",jd-bw-photo,2026-02-02,active,ad,34522,34677,1.00448989,"7-day click or 1-day view",Reach,34522,2572,74.50321534,2026-01-19,Ongoing,0,0,65.94871795,74.17019927,,,39,65.94871795,,,20,128.6,51.28205128,39,0.11297144,,,,,99.55301785,34718,34522,88517.94871795,active,active,active,-,-,,,,,,,,,39,39,0.11246648,0.11246648,0.11297144,0.17959562,62,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-02,2026-02-02,20000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD Painting with Graphic - Copy",2026-02-02,active,ad,17,17,1,"7-day click or 1-day view","Landing page views",1,1,1,2026-01-09,Ongoing,0,0,1,58.82352941,,,1,1,,,1,1,100,1,5.88235294,,,,,5.88235294,17,17,100,active,active,active,-,-,,,,,,,,,1,1,5.88235294,5.88235294,5.88235294,5.88235294,1,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-02,2026-02-02,50000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Pose with Graphic",2026-02-02,not_delivering,ad,375,439,1.17066667,"7-day click or 1-day view",,,403,,2026-01-28,Ongoing,0,0,67.16666667,917.99544419,,,6,67.16666667,,,5,80.6,83.33333333,6,1.6,,,2,201.5,,442,375,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,6,6,1.3667426,1.3667426,1.6,4,15,5,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Immersive Experience [Post]",2026-02-02,active,ad,77806,77906,1.00128525,"7-day click or 1-day view",Reach,77806,4914,63.157083,2026-01-19,Ongoing,0,0,62.20253165,63.07601468,,,79,62.20253165,,,32,153.5625,40.50632911,79,0.10153459,,,,,99.87164018,79689,77806,98488.60759494,active,active,active,"Above average",-,,,,,,,,,79,79,0.10140426,0.10140426,0.10153459,0.11438707,89,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-02,2026-02-02,20000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Black and white photo - Copy",2026-02-02,not_delivering,ad,1059,1262,1.19169027,"7-day click or 1-day view","Website purchases",2,1376,688,2026-01-26,Ongoing,5.26315789,5.12820513,36.21052632,1090.33280507,688,2,38,44.38709677,458.66666667,688,39,35.28205128,102.63157895,31,2.9272899,3,2,8,172,0.15847861,1268,1029,5.26315789,not_delivering,inactive,not_delivering,-,-,8,48,33,27,8,5,7.35828877,22.93333333,38,31,3.0110935,3.0110935,2.9272899,5.19357885,55,15,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"ABOS Traffic 2.0","JD Deep Interest","Hello Tokyo - Copy",2026-02-02,active,ad,15,15,1,"7-day click or 1-day view","Landing page views",1,4,4,2026-01-09,Ongoing,0,0,4,266.66666667,,,1,4,,,1,4,100,1,6.66666667,,,1,4,6.66666667,15,15,100,active,active,active,-,-,,,,,,,,,1,1,6.66666667,6.66666667,6.66666667,6.66666667,1,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-02,2026-02-02,50000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD w/ Confetti",2026-02-02,not_delivering,ad,147,161,1.0952381,"7-day click or 1-day view",,,132,,2026-01-28,Ongoing,0,0,66,819.8757764,,,2,66,,132,2,66,100,2,1.36054422,,1,1,132,,161,147,,not_delivering,inactive,not_delivering,-,-,2,,,,,,,,2,2,1.24223602,1.24223602,1.36054422,1.36054422,2,10,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)","Black and white photo - Copy",2026-02-02,not_delivering,ad,35,36,1.02857143,"7-day click, 1-day view, or 1-day engaged-view",,,29,,2026-01-31,Ongoing,0,0,,805.55555556,,,,,,,,,0,,,,,,,,35,33,,not_delivering,inactive,not_delivering,-,-,12,3,2,2,1,1,5.8,9.66666667,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD w/ Confetti - Copy",2026-02-02,not_delivering,ad,261,276,1.05747126,"7-day click or 1-day view",,,238,,2026-01-26,Ongoing,0,0,238,862.31884058,,,1,238,,,1,238,100,1,0.38314176,,,1,238,,276,261,,not_delivering,inactive,not_delivering,-,-,1,,,,,,,,1,1,0.36231884,0.36231884,0.38314176,1.53256705,4,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Spray Painting Ground - Copy",2026-02-01,not_delivering,ad,119,128,1.07563025,"7-day click or 1-day view",,,92,,2026-01-28,Ongoing,0,0,92,718.75,,,1,92,,,1,92,100,1,0.84033613,,,,,,128,119,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,1,1,0.78125,0.78125,0.84033613,5.04201681,6,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Pose with Graphic - Copy",2026-02-01,not_delivering,ad,199,214,1.07537688,"7-day click or 1-day view",,,178,,2026-01-26,Ongoing,0,0,89,831.77570093,,,2,89,,,2,89,100,2,1.00502513,,,1,178,,215,199,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,2,2,0.93457944,0.93457944,1.00502513,3.01507538,6,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Web Audience Retarg","JD Spray Painting Ground - Copy 2",2026-02-01,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2026-01-21,Ongoing,0,0,3,1500,,,1,3,,,1,3,100,1,50,,,,,,2,2,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,1,1,50,50,50,50,1,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Opening Weekend Video - Copy 2",2026-02-01,not_delivering,ad,1939,2196,1.13254255,"7-day click or 1-day view","Website purchases",3,2279,759.66666667,2026-01-26,Ongoing,3.79746835,4.54545455,28.84810127,1037.79599271,759.66666667,3,79,32.55714286,1139.5,759.66666667,66,34.53030303,83.5443038,70,3.6101083,2,3,20,113.95,0.13661202,2204,1855,3.79746835,not_delivering,inactive,not_delivering,Average,"Above average",9,408,236,155,115,110,2.52660754,7.07763975,79,70,3.59744991,3.59744991,3.6101083,7.27178958,141,31,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD sitting desk",2026-02-01,not_delivering,ad,130,143,1.1,"7-day click or 1-day view",,,118,,2026-01-28,Ongoing,0,0,59,825.17482517,,,2,59,,,1,118,50,2,1.53846154,,,1,118,,144,130,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,2,2,1.3986014,1.3986014,1.53846154,6.92307692,9,3,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","JD - Something Inspires Vid",2026-02-01,active,ad,131,131,1,"7-day click or 1-day view",Reach,131,8,61.06870229,2026-01-19,Ongoing,0,0,,61.06870229,,,,,,,,,0,,,,,,,100,136,118,,active,active,active,-,-,1,,,,,,0.5,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-01,2026-02-01,20000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Painting Video - Copy",2026-02-01,not_delivering,ad,205,256,1.24878049,"7-day click or 1-day view",,,283,,2026-01-28,Ongoing,0,0,23.58333333,1105.46875,,,12,31.44444444,283,,8,35.375,66.66666667,9,4.3902439,1,,1,283,,252,193,,not_delivering,inactive,not_delivering,-,-,12,57,37,21,17,13,3.0106383,4.96491228,12,9,4.6875,4.6875,4.3902439,5.36585366,11,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Spray Painting Ground - Copy 2",2026-02-01,not_delivering,ad,66,68,1.03030303,"7-day click or 1-day view",,,59,,2026-01-26,Ongoing,0,0,,867.64705882,,,,,,,,,0,,,,,,,,68,66,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,3.03030303,2,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","JD Konnichiwa Vid",2026-02-01,active,ad,27903,28032,1.00462316,"7-day click or 1-day view",Reach,27903,2046,73.32544888,2026-01-19,Ongoing,0,0,120.35294118,72.9880137,,,17,120.35294118,,,13,157.38461538,76.47058824,17,0.06092535,,,3,682,99.53981164,26953,24840,164135.29411765,active,active,active,Average,-,2,291,104,60,22,20,0.53198128,4.48684211,17,17,0.06064498,0.06064498,0.06092535,0.46948357,131,1,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-01,2026-02-01,20000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Konnichiwa Video",2026-02-01,not_delivering,ad,296,334,1.12837838,"7-day click or 1-day view",,,308,,2026-01-26,Ongoing,0,0,28,922.15568862,,,11,34.22222222,,,9,34.22222222,81.81818182,9,3.04054054,,,1,308,,338,285,,not_delivering,inactive,not_delivering,-,-,11,32,21,16,9,7,3.71084337,8.10526316,11,9,3.29341317,3.29341317,3.04054054,4.72972973,14,3,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Flexible 3 Groups",2026-02-01,not_delivering,ad,3133,4349,1.3881264,"7-day click or 1-day view","Website purchases",3,4873,1624.33333333,2026-01-26,Ongoing,2.54237288,2.88461538,41.29661017,1120.48746838,1624.33333333,3,118,44.70642202,974.6,1218.25,104,46.85576923,88.13559322,109,3.47909352,5,4,45,108.28888889,0.06898138,4391,3110,2.54237288,not_delivering,inactive,not_delivering,-,-,9,116,59,41,15,12,11.85644769,30.08024691,118,109,2.71326742,2.71326742,3.47909352,7.3731248,231,50,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Graffiti Paint - Copy",2026-02-01,not_delivering,ad,1,1,1,"7-day click or 1-day view",,,0,,2026-01-26,Ongoing,0,0,,0,,,,,,,,,0,,,,,,,,1,1,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","Poster [Redirect link]",2026-02-01,not_delivering,ad,1023,1146,1.1202346,"7-day click or 1-day view",,,902,,2026-01-28,Ongoing,0,0,53.05882353,787.08551483,,,17,60.13333333,902,,16,56.375,94.11764706,15,1.46627566,1,,2,451,,1153,1023,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,17,15,1.48342059,1.48342059,1.46627566,5.86510264,60,8,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Pose with Graphic",2026-02-01,not_delivering,ad,653,755,1.15620214,"7-day click or 1-day view","Website purchases",1,584,584,2026-01-28,Ongoing,12.5,14.28571429,73,773.50993377,584,1,8,73,584,584,7,83.42857143,87.5,8,1.22511485,1,1,5,116.8,0.13245033,757,653,12.5,not_delivering,inactive,not_delivering,-,-,,,,,,,,,8,8,1.05960265,1.05960265,1.22511485,2.45022971,16,9,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Konnichiwa Video",2026-02-01,not_delivering,ad,449,485,1.08017817,"7-day click or 1-day view",,,357,,2026-01-28,Ongoing,0,0,29.75,736.08247423,,,12,29.75,,,9,39.66666667,75,12,2.67260579,,,2,178.5,,490,438,,not_delivering,inactive,not_delivering,-,-,9,50,28,15,5,5,2.24528302,5.85245902,12,12,2.4742268,2.4742268,2.67260579,4.89977728,22,12,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Web Audience Retarg","Poster [Redirect link] + related Media",2026-02-01,not_delivering,ad,489,566,1.15746421,"7-day click, 1-day view, or 1-day engaged-view",,,819,,2026-01-21,Ongoing,0,0,81.9,1446.99646643,,,10,91,,,8,102.375,80,9,1.8404908,,,1,819,,566,480,,not_delivering,inactive,not_delivering,-,-,8,35,19,15,5,4,8.90217391,20.475,10,9,1.76678445,1.76678445,1.8404908,3.47648262,17,7,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","Opening Weekend Video - Copy",2026-02-01,not_delivering,ad,515,583,1.13203883,"7-day click or 1-day view","Website purchases",1,546,546,2026-01-28,Ongoing,4.34782609,5.88235294,23.73913043,936.53516295,546,1,23,28.73684211,546,,17,32.11764706,73.91304348,19,3.68932039,1,,3,182,0.17152659,595,492,4.34782609,not_delivering,inactive,not_delivering,"Above average","Above average",10,146,78,50,28,27,2.02222222,5.05555556,23,19,3.94511149,3.94511149,3.68932039,6.21359223,32,13,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Immersive Experience [Post]",2026-02-01,active,ad,10813,11104,1.02691205,"7-day click or 1-day view",Reach,10813,802,74.16998058,2026-01-19,Ongoing,0,0,100.25,72.22622478,,,8,100.25,,,6,133.66666667,75,8,0.07398502,,,,,97.37932277,11174,10813,135162.5,active,active,active,"Above average",-,,,,,,,,,8,8,0.07204611,0.07204611,0.07398502,0.14797004,16,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-01,2026-02-01,20000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Black and white photo - Copy",2026-02-01,not_delivering,ad,1772,2231,1.25902935,"7-day click or 1-day view",,,2585,,2026-01-26,Ongoing,0,0,40.390625,1158.6732407,,,64,48.77358491,2585,,54,47.87037037,84.375,53,2.99097065,1,,16,161.5625,,2241,1737,,not_delivering,inactive,not_delivering,-,-,7,114,46,37,12,10,6.5443038,17.58503401,64,53,2.86866876,2.86866876,2.99097065,5.53047404,98,22,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD w/ Confetti",2026-02-01,not_delivering,ad,361,408,1.13019391,"7-day click or 1-day view",,,300,,2026-01-28,Ongoing,0,0,100,735.29411765,,,3,100,,,3,100,100,3,0.83102493,,,,,,409,361,,not_delivering,inactive,not_delivering,-,-,1,,,,,,,,3,3,0.73529412,0.73529412,0.83102493,1.38504155,5,3,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD w/ Confetti - Copy",2026-02-01,not_delivering,ad,512,570,1.11328125,"7-day click or 1-day view",,,576,,2026-01-26,Ongoing,0,0,36,1010.52631579,,,16,44.30769231,,,15,38.4,93.75,13,2.5390625,,,5,115.2,,570,512,,not_delivering,inactive,not_delivering,-,-,2,,,,,,288,,16,13,2.80701754,2.80701754,2.5390625,3.3203125,17,3,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Web Audience Retarg","JD Pose with Graphic - Copy",2026-02-01,not_delivering,ad,16,17,1.0625,"7-day click, 1-day view, or 1-day engaged-view",,,20,,2026-01-21,Ongoing,0,0,,1176.47058824,,,,,,,,,0,,,,,,,,17,16,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad",jd-bw-photo,2026-02-01,active,ad,26654,26928,1.01027988,"7-day click or 1-day view",Reach,26654,1951,73.1972687,2026-01-19,Ongoing,0,0,108.38888889,72.45246583,,,18,108.38888889,,,12,162.58333333,66.66666667,18,0.06753208,,,,,98.98247178,26961,26654,148077.77777778,active,active,active,-,-,,,,,,,,,18,18,0.06684492,0.06684492,0.06753208,0.13881594,37,1,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-01,2026-02-01,20000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Opening Day Line Vid [Post] - Copy",2026-02-01,active,ad,12174,12174,1,"7-day click or 1-day view",Reach,12174,919,75.48874651,2026-01-19,Ongoing,0,0,229.75,75.48874651,,,4,229.75,,,2,459.5,50,4,0.03285691,,,,,100,11746,11070,304350,active,active,active,Average,-,2,430,114,53,29,30,0.40898976,4.25462963,4,4,0.03285691,0.03285691,0.03285691,0.17249877,21,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-01,2026-02-01,20000,Daily
"Sales - Copy","Web Audience Retarg","Opening Weekend Video - Copy 2",2026-02-01,not_delivering,ad,14,16,1.14285714,"7-day click, 1-day view, or 1-day engaged-view",,,21,,2026-01-21,Ongoing,0,0,,1312.5,,,,,,,,,0,,,,,,,,17,13,,not_delivering,inactive,not_delivering,-,-,13,4,3,1,1,1,4.2,7,,,,,,14.28571429,2,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD sitting desk - Copy",2026-02-01,not_delivering,ad,1396,1666,1.19340974,"7-day click or 1-day view","Website purchases",3,1507,502.33333333,2026-01-26,Ongoing,9.375,11.11111111,47.09375,904.56182473,502.33333333,3,32,50.23333333,753.5,753.5,27,55.81481481,84.375,30,2.14899713,2,2,19,79.31578947,0.18007203,1670,1396,9.375,not_delivering,inactive,not_delivering,-,-,,,,,,,,,32,30,1.92076831,1.92076831,2.14899713,4.22636103,59,17,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Opening Day Line Vid [Post]",2026-02-01,active,ad,1,1,1,"7-day click or 1-day view",Reach,1,0,0,2026-01-19,Ongoing,0,0,,0,,,,,,,,,0,,,,,,,100,1,1,,active,active,active,-,-,2,,,,,,,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-01,2026-02-01,20000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Graffiti Paint - Copy",2026-02-01,not_delivering,ad,258,289,1.12015504,"7-day click or 1-day view",,,316,,2026-01-28,Ongoing,0,0,52.66666667,1093.42560554,,,6,52.66666667,,,6,52.66666667,100,6,2.3255814,,,1,316,,289,258,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,6,6,2.07612457,2.07612457,2.3255814,4.26356589,11,2,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)",Poster,2026-02-01,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2026-01-31,Ongoing,0,0,,0,,,,,,,,,0,,,,,,,,1,1,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Poster [Redirect link] + related Media",2026-02-01,not_delivering,ad,1343,1492,1.11094564,"7-day click or 1-day view","Website purchases",2,1556,778,2026-01-26,Ongoing,4.87804878,5.71428571,37.95121951,1042.89544236,778,2,41,39.8974359,778,778,35,44.45714286,85.36585366,39,2.90394639,2,2,9,172.88888889,0.13404826,1483,1316,4.87804878,not_delivering,inactive,not_delivering,-,-,8,45,20,13,3,2,8.99421965,25.09677419,41,39,2.74798928,2.74798928,2.90394639,5.21221147,70,18,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","Poster [Redirect link] + related Media",2026-02-01,not_delivering,ad,3519,3929,1.11651037,"7-day click or 1-day view","Website purchases",1,2920,2920,2026-01-28,Ongoing,1.81818182,2.56410256,53.09090909,743.19165182,2920,1,55,58.4,973.33333333,2920,39,74.87179487,70.90909091,50,1.4208582,3,1,19,153.68421053,0.02545177,3940,3519,1.81818182,not_delivering,inactive,not_delivering,-,-,3,,,,,,132.72727273,973.33333333,55,50,1.39984729,1.39984729,1.4208582,2.61437908,92,39,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
"Sales - Copy","Web Audience Retarg","Flexible 3 Groups",2026-02-01,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2026-01-21,Ongoing,0,0,,,0,1,,,0,0,,,0,,,1,1,1,0,,0,0,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-01,2026-02-01,100000,Daily
