"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Cost per add to cart","Cost per checkout initiated","Landing page views","Cost per landing page view","Landing page views rate per link clicks","Unique link clicks","Unique CTR (link click-through rate)","Reporting starts","Reporting ends"
"ABOS Traffic 2.0","Broad JP Cities","JD Photography - Copy 2",2026-01-10,active,ad,26,26,1,"7-day click or 1-day view",,,3,,2026-01-09,Ongoing,0,0,1.5,115.38461538,,,2,1.5,,,,,0,2,7.69230769,2026-01-10,2026-01-10
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","JD Photograph with graphics - Copy",2026-01-10,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Traffic 2.0","JD Deep Interest","Black and white photo",2026-01-10,active,ad,687,695,1.01164483,"7-day click or 1-day view","Landing page views",8,165,20.625,2026-01-09,Ongoing,0,0,6.11111111,237.41007194,,,27,6.34615385,,,8,20.625,29.62962963,26,3.7845706,2026-01-10,2026-01-10
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Painting Video - Copy",2026-01-10,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2026-01-19,0,0,,,0,1,,,,0,,,0,,,2026-01-10,2026-01-10
"ABOS Traffic 2.0","Broad JP Cities","JD Konnichiwa Video - Copy",2026-01-10,active,ad,1412,1422,1.00708215,"7-day click or 1-day view","Landing page views",25,485,19.4,2026-01-09,Ongoing,0,0,5.15957447,341.06891702,,,94,5.51136364,,,25,19.4,26.59574468,88,6.23229462,2026-01-10,2026-01-10
"ABOS Sales 2.0",Lookalikes+Engagers,"Flexible 3 Groups 2.0",2026-01-10,not_delivering,ad,3807,4511,1.18492251,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,2588,2588,2026-01-09,Ongoing,0.98039216,3.7037037,25.37254902,573.70871204,2588,1,102,27.82795699,2588,2588,27,95.85185185,26.47058824,93,2.4428684,2026-01-10,2026-01-10
"ABOS Traffic 2.0","JD Deep Interest","JD Photograph with graphics - Copy",2026-01-10,active,ad,8,8,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","JD Painting with Graphic - Copy",2026-01-10,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Sales 2.0",Lookalikes+Engagers,"Black and white photo 2.0 [Redirect]",2026-01-10,not_delivering,ad,1700,2006,1.18,"7-day click, 1-day view, or 1-day engaged-view",,,1193,,2026-01-09,Ongoing,0,0,26.51111111,594.71585244,,,45,29.825,,,20,59.65,44.44444444,40,2.35294118,2026-01-10,2026-01-10
"ABOS Sales 2.0","Web Retarg 2.0","Coming of Age [Post]",2026-01-10,not_delivering,ad,608,639,1.05098684,"7-day click, 1-day view, or 1-day engaged-view",,,409,,2026-01-09,Ongoing,0,0,45.44444444,640.06259781,,,9,51.125,,,4,102.25,44.44444444,8,1.31578947,2026-01-10,2026-01-10
"ABOS Sales 2.0","Web Retarg 2.0","Flexible 3 Groups 2.0",2026-01-10,not_delivering,ad,5326,5936,1.11453248,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3659,3659,2026-01-09,Ongoing,0.72463768,1.4084507,26.51449275,616.4083558,3659,1,138,28.5859375,3659,1219.66666667,71,51.53521127,51.44927536,128,2.40330454,2026-01-10,2026-01-10
"ABOS Sales 2.0","Web Retarg 2.0","Black and white photo 2.0 [Redirect]",2026-01-10,not_delivering,ad,1947,2114,1.08577298,"7-day click, 1-day view, or 1-day engaged-view",,,1428,,2026-01-09,Ongoing,0,0,32.45454545,675.49668874,,,44,36.61538462,1428,,29,49.24137931,65.90909091,39,2.00308166,2026-01-10,2026-01-10
"ABOS Sales 2.0",Lookalikes+Engagers,"Enter the world of Johnny Depp [Post]",2026-01-10,not_delivering,ad,601,658,1.09484193,"7-day click, 1-day view, or 1-day engaged-view",,,369,,2026-01-09,Ongoing,0,0,26.35714286,560.79027356,,,14,26.35714286,,,3,123,21.42857143,14,2.32945092,2026-01-10,2026-01-10
"ABOS Traffic 2.0","JD Deep Interest","JD Photography - Copy 2",2026-01-10,active,ad,30,30,1,"7-day click or 1-day view","Landing page views",1,1,1,2026-01-09,Ongoing,0,0,0.5,33.33333333,,,2,0.5,,,1,1,50,2,6.66666667,2026-01-10,2026-01-10
"ABOS Traffic 2.0","Broad JP Cities","JD Painting with Graphic - Copy",2026-01-10,active,ad,3,3,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Traffic 2.0","Broad JP Cities","JD with Skeleton Confetti",2026-01-10,active,ad,76,76,1,"7-day click or 1-day view",,,3,,2026-01-09,Ongoing,0,0,1.5,39.47368421,,,2,1.5,,,,,0,2,2.63157895,2026-01-10,2026-01-10
"ABOS Sales 2.0","Web Retarg 2.0","JD Graffiti Paint 2.0",2026-01-10,not_delivering,ad,19,19,1,"7-day click, 1-day view, or 1-day engaged-view",,,10,,2026-01-09,Ongoing,0,0,,526.31578947,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Sales 2.0","Web Retarg 2.0","JD painting with graphics 2.0 [redirect]",2026-01-10,not_delivering,ad,41,44,1.07317073,"7-day click, 1-day view, or 1-day engaged-view",,,37,,2026-01-09,Ongoing,0,0,,840.90909091,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Sales 2.0",Lookalikes+Engagers,"JD painting with graphics 2.0 [redirect]",2026-01-10,not_delivering,ad,61,65,1.06557377,"7-day click, 1-day view, or 1-day engaged-view",,,30,,2026-01-09,Ongoing,0,0,,461.53846154,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Traffic 2.0","JD Deep Interest","Hello Tokyo - Copy",2026-01-10,active,ad,4,4,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Sales 2.0","Web Retarg 2.0","T-Shirt Promo [Post]",2026-01-10,not_delivering,ad,2170,2959,1.36359447,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3044,3044,2026-01-09,Ongoing,2,3.57142857,60.88,1028.72592092,3044,1,50,64.76595745,3044,3044,28,108.71428571,56,47,2.16589862,2026-01-10,2026-01-10
"ABOS Sales 2.0",Lookalikes+Engagers,"Coming of Age [Post]",2026-01-10,not_delivering,ad,397,465,1.17128463,"7-day click, 1-day view, or 1-day engaged-view",,,306,,2026-01-09,Ongoing,0,0,61.2,658.06451613,,,5,61.2,,,3,102,60,5,1.25944584,2026-01-10,2026-01-10
"ABOS Traffic 2.0","JD Deep Interest","JD Desk - Red Curtain - Copy",2026-01-10,active,ad,3,3,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-10,2026-01-10
"ABOS Sales 2.0",Lookalikes+Engagers,"T-Shirt Promo [Post]",2026-01-10,not_delivering,ad,3628,5301,1.46113561,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,4149,4149,2026-01-09,Ongoing,0.98039216,3.7037037,40.67647059,782.68251273,4149,1,102,44.61290323,4149,4149,27,153.66666667,26.47058824,93,2.56339581,2026-01-10,2026-01-10
"ABOS Sales 2.0",Lookalikes+Engagers,"JD Graffiti Paint 2.0",2026-01-09,not_delivering,ad,1021,1100,1.07737512,"7-day click, 1-day view, or 1-day engaged-view",,,1112,,2026-01-09,Ongoing,0,0,278,1010.90909091,,,4,278,,,1,1112,25,4,0.39177277,2026-01-09,2026-01-09
"ABOS Sales 2.0","Web Retarg 2.0","Poster [Redirect link] + related Media - Copy",2026-01-09,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2026-01-09,Ongoing,0,0,,333.33333333,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic 2.0","JD Deep Interest","JD announcement date post",2026-01-09,active,ad,1372,1406,1.02478134,"7-day click or 1-day view","Landing page views",5,540,108,2026-01-09,Ongoing,0,0,21.6,384.06827881,,,25,21.6,,,5,108,20,25,1.82215743,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities + JD Interest","JD Photograph with graphics - Copy",2026-01-09,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,0,,2026-01-09,2026-01-13,0,0,,0,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","Opening Weekend Video - Copy",2026-01-09,not_delivering,ad,68,86,1.26470588,"7-day click, 1-day view, or 1-day engaged-view",,,86,,2025-12-06,2026-01-19,0,0,43,1000,,,2,43,,,1,86,50,2,2.94117647,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities + JD Interest","JD announcement date post",2026-01-09,not_delivering,ad,4,4,1,"7-day click or 1-day view",,,0,,2026-01-09,2026-01-13,0,0,,0,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","Hello Tokyo - Copy",2026-01-09,active,ad,239,242,1.0125523,"7-day click or 1-day view","Landing page views",2,68,34,2026-01-09,Ongoing,0,0,11.33333333,280.99173554,,,6,11.33333333,,,2,34,33.33333333,6,2.51046025,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2026-01-09,not_delivering,ad,1182,1378,1.16582064,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",5,814,162.8,2025-12-06,2026-01-19,45.45454545,125,74,590.71117562,162.8,5,11,74,203.5,203.5,4,203.5,36.36363636,11,0.93062606,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","JD announcement date post",2026-01-09,active,ad,22,22,1,"7-day click or 1-day view",,,3,,2026-01-09,Ongoing,0,0,,136.36363636,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Konnichiwa Video",2026-01-09,not_delivering,ad,454,609,1.34140969,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,628,314,2025-12-06,2026-01-19,13.33333333,18.18181818,41.86666667,1031.19868637,314,2,15,69.77777778,628,628,11,57.09090909,73.33333333,9,1.98237885,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"JD Spray Painting Ground 2.0",2026-01-09,not_delivering,ad,11,11,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2026-01-09,Ongoing,0,0,,363.63636364,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","Black and white photo",2026-01-09,active,ad,25,27,1.08,"7-day click or 1-day view",,,7,,2026-01-09,Ongoing,0,0,,259.25925926,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"Poster [Redirect link] + related Media - Copy",2026-01-09,not_delivering,ad,161,168,1.04347826,"7-day click, 1-day view, or 1-day engaged-view",,,64,,2026-01-09,Ongoing,0,0,32,380.95238095,,,2,32,,,,,0,2,1.24223602,2026-01-09,2026-01-09
"ABOS Sales 2.0","Web Retarg 2.0","Enter the world of Johnny Depp [Post]",2026-01-09,not_delivering,ad,1446,1529,1.05739972,"7-day click, 1-day view, or 1-day engaged-view",,,1046,,2026-01-09,Ongoing,0,0,69.73333333,684.10725965,,,15,74.71428571,,,6,174.33333333,40,14,0.96818811,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy",2026-01-09,not_delivering,ad,40,47,1.175,"7-day click, 1-day view, or 1-day engaged-view",,,44,,2025-12-06,2026-01-19,0,0,,936.17021277,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic 2.0","JD Deep Interest","Hanging sketches - Copy",2026-01-09,active,ad,7,7,1,"7-day click or 1-day view",,,1,,2026-01-09,Ongoing,0,0,,142.85714286,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","JD with Skeleton Confetti",2026-01-09,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities","JD with Skeleton Confetti",2026-01-09,not_delivering,ad,6437,6643,1.03200249,"7-day click or 1-day view","Landing page views",54,1889,34.98148148,2025-12-26,2026-01-13,0,0,8.8271028,284.35947614,,,214,8.91037736,1889,,54,34.98148148,25.23364486,212,3.29345969,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link] + related Media",2026-01-09,not_delivering,ad,35,40,1.14285714,"7-day click, 1-day view, or 1-day engaged-view",,,30,,2025-12-06,2026-01-19,0,0,30,750,,,1,30,,,1,30,100,1,2.85714286,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities","JD Konnichiwa Video - Copy",2026-01-09,not_delivering,ad,53467,54473,1.01881534,"7-day click or 1-day view","Landing page views",767,17014,22.18252934,2025-12-26,2026-01-13,0.04464286,0.1303781,7.59553571,312.33822261,17014,1,2240,7.840553,8507,17014,767,22.18252934,34.24107143,2170,4.05857819,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities","Hello Tokyo - Copy",2026-01-09,active,ad,184,186,1.01086957,"7-day click or 1-day view","Landing page views",2,48,24,2026-01-09,Ongoing,0,0,9.6,258.06451613,,,5,9.6,,,2,24,40,5,2.7173913,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities","JD announcement date post",2026-01-09,active,ad,4,4,1,"7-day click or 1-day view",,,1,,2026-01-09,Ongoing,0,0,,250,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities","Hello Tokyo - Copy",2026-01-09,not_delivering,ad,7,7,1,"7-day click or 1-day view",,,1,,2025-12-26,2026-01-13,0,0,,142.85714286,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","JD Desk - Red Curtain - Copy",2026-01-09,active,ad,2,2,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities","Hanging sketches - Copy",2026-01-09,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-12-26,2026-01-13,0,0,,0,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities","JD Painting with Graphic - Copy",2026-01-09,not_delivering,ad,917,929,1.01308615,"7-day click or 1-day view","Landing page views",5,284,56.8,2025-12-26,2026-01-13,0,0,15.77777778,305.7050592,,,18,15.77777778,,,5,56.8,27.77777778,18,1.96292257,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities","JD Konnichiwa Video - Copy",2026-01-09,active,ad,70,70,1,"7-day click or 1-day view","Landing page views",1,35,35,2026-01-09,Ongoing,0,0,5.83333333,500,,,6,5.83333333,,,1,35,16.66666667,6,8.57142857,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"Enter the world of Johnny Depp [Post]",2026-01-09,not_delivering,ad,1970,2057,1.04416244,"7-day click, 1-day view, or 1-day engaged-view",,,1231,,2026-01-09,Ongoing,0,0,82.06666667,598.44433641,,,15,82.06666667,,,4,307.75,26.66666667,15,0.76142132,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2026-01-09,not_delivering,ad,146,172,1.17808219,"7-day click, 1-day view, or 1-day engaged-view",,,145,,2025-12-06,2026-01-19,0,0,72.5,843.02325581,,,2,72.5,,145,1,145,50,2,1.36986301,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"Flexible 3 Groups 2.0",2026-01-09,not_delivering,ad,2088,2232,1.06896552,"7-day click, 1-day view, or 1-day engaged-view",,,1634,,2026-01-09,Ongoing,0,0,90.77777778,732.07885305,,,18,90.77777778,,,6,272.33333333,33.33333333,18,0.86206897,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2026-01-09,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-12-06,2026-01-19,0,0,,1333.33333333,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"Black and white photo 2.0 [Redirect]",2026-01-09,not_delivering,ad,1707,1803,1.05623902,"7-day click, 1-day view, or 1-day engaged-view",,,987,,2026-01-09,Ongoing,0,0,32.9,547.42096506,,,30,34.03448276,,,13,75.92307692,43.33333333,29,1.69888694,2026-01-09,2026-01-09
"ABOS Sales 2.0","Web Retarg 2.0","Coming of Age [Post]",2026-01-09,not_delivering,ad,478,491,1.02719665,"7-day click, 1-day view, or 1-day engaged-view",,,436,,2026-01-09,Ongoing,0,0,72.66666667,887.98370672,,,6,72.66666667,,,4,109,66.66666667,6,1.25523013,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities + JD Interest","Hanging sketches - Copy",2026-01-09,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,0,,2026-01-09,2026-01-13,0,0,,0,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2026-01-09,not_delivering,ad,22,22,1,"7-day click, 1-day view, or 1-day engaged-view",,,19,,2025-12-06,2026-01-19,0,0,,863.63636364,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Sales 2.0","Web Retarg 2.0","Flexible 3 Groups 2.0",2026-01-09,not_delivering,ad,2876,3131,1.08866481,"7-day click, 1-day view, or 1-day engaged-view",,,2030,,2026-01-09,Ongoing,0,0,33.83333333,648.3551581,,,60,34.40677966,,,26,78.07692308,43.33333333,59,2.05146036,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities + JD Interest","JD Konnichiwa Video - Copy",2026-01-09,not_delivering,ad,128,129,1.0078125,"7-day click or 1-day view","Landing page views",1,30,30,2026-01-09,2026-01-13,0,0,6,232.55813953,,,5,6,,,1,30,20,5,3.90625,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"T-Shirt Promo [Post]",2026-01-09,not_delivering,ad,3072,3375,1.09863281,"7-day click, 1-day view, or 1-day engaged-view",,,2596,,2026-01-09,Ongoing,0,0,185.42857143,769.18518519,,,14,185.42857143,,,2,1298,14.28571429,14,0.45572917,2026-01-09,2026-01-09
"ABOS Traffic 2.0","Broad JP Cities + JD Interest","JD Konnichiwa Video - Copy",2026-01-09,active,ad,16,16,1,"7-day click or 1-day view","Landing page views",1,6,6,2026-01-09,Ongoing,0,0,6,375,,,1,6,,,1,6,100,1,6.25,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"JD painting with graphics 2.0 [redirect]",2026-01-09,not_delivering,ad,441,456,1.03401361,"7-day click, 1-day view, or 1-day engaged-view",,,315,,2026-01-09,Ongoing,0,0,157.5,690.78947368,,,2,157.5,,,,,0,2,0.45351474,2026-01-09,2026-01-09
"ABOS Traffic - #2","Broad JP Cities + JD Interest","Black and white photo",2026-01-09,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,0,,2026-01-09,2026-01-13,0,0,,0,,,,,,,,,0,,,2026-01-09,2026-01-09
"ABOS Sales 2.0",Lookalikes+Engagers,"Coming of Age [Post]",2026-01-09,not_delivering,ad,1177,1216,1.03313509,"7-day click, 1-day view, or 1-day engaged-view",,,741,,2026-01-09,Ongoing,0,0,74.1,609.375,,,10,74.1,,,4,185.25,40,10,0.84961767,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Painting Video - Copy",2026-01-09,not_delivering,ad,117,183,1.56410256,"7-day click, 1-day view, or 1-day engaged-view",,,231,,2025-12-06,2026-01-19,0,0,23.1,1262.29508197,,,10,38.5,,,5,46.2,50,6,5.12820513,2026-01-09,2026-01-09
"ABOS Traffic 2.0","JD Deep Interest","JD Painting with Graphic - Copy",2026-01-09,active,ad,407,411,1.00982801,"7-day click or 1-day view","Landing page views",4,118,29.5,2026-01-09,Ongoing,0,0,7.375,287.10462287,,,16,7.375,,,4,29.5,25,16,3.93120393,2026-01-09,2026-01-09
"ABOS Sales 2.0","Web Retarg 2.0","Black and white photo 2.0 [Redirect]",2026-01-09,not_delivering,ad,90,92,1.02222222,"7-day click, 1-day view, or 1-day engaged-view",,,90,,2026-01-09,Ongoing,0,0,90,978.26086957,,,1,90,,,1,90,100,1,1.11111111,2026-01-09,2026-01-09
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2026-01-08,not_delivering,ad,243,271,1.11522634,"7-day click, 1-day view, or 1-day engaged-view",,,141,,2025-12-06,2026-01-19,0,0,47,520.29520295,,,3,47,,,2,70.5,66.66666667,3,1.2345679,2026-01-08,2026-01-08
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link] + related Media",2026-01-08,not_delivering,ad,149,173,1.16107383,"7-day click, 1-day view, or 1-day engaged-view",,,102,,2025-12-06,2026-01-19,0,0,102,589.59537572,,,1,102,,,,,0,1,0.67114094,2026-01-08,2026-01-08
"ABOS Traffic - #2","Broad JP Cities","JD with Skeleton Confetti",2026-01-08,not_delivering,ad,25414,26571,1.04552609,"7-day click or 1-day view","Landing page views",122,9142,74.93442623,2025-12-26,2026-01-13,0.24213075,0.81967213,22.13559322,344.05931278,9142,1,413,22.51724138,9142,9142,122,74.93442623,29.53995157,406,1.59754466,2026-01-08,2026-01-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Konnichiwa Video",2026-01-08,not_delivering,ad,687,859,1.2503639,"7-day click, 1-day view, or 1-day engaged-view",,,695,,2025-12-06,2026-01-19,0,0,43.4375,809.08032596,,,16,49.64285714,347.5,,6,115.83333333,37.5,14,2.03784571,2026-01-08,2026-01-08
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2026-01-08,not_delivering,ad,3629,4451,1.22650868,"7-day click, 1-day view, or 1-day engaged-view",,,3150,,2025-12-06,2026-01-19,0,0,67.0212766,707.70613345,,,47,67.0212766,1575,3150,33,95.45454545,70.21276596,47,1.29512262,2026-01-08,2026-01-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2026-01-08,not_delivering,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2025-12-06,2026-01-19,0,0,,400,,,,,,,,,0,,,2026-01-08,2026-01-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Painting Video - Copy",2026-01-08,not_delivering,ad,408,475,1.16421569,"7-day click, 1-day view, or 1-day engaged-view",,,411,,2025-12-06,2026-01-19,0,0,102.75,865.26315789,,,4,102.75,,,2,205.5,50,4,0.98039216,2026-01-08,2026-01-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2026-01-08,not_delivering,ad,4,5,1.25,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2026-01-19,0,0,,0,,,,,,,,,0,,,2026-01-08,2026-01-08
"ABOS Traffic - #2","Broad JP Cities","Hello Tokyo - Copy",2026-01-08,not_delivering,ad,88,89,1.01136364,"7-day click or 1-day view","Landing page views",1,36,36,2025-12-26,2026-01-13,0,0,18,404.49438202,,,2,18,,,1,36,50,2,2.27272727,2026-01-08,2026-01-08
"ABOS Traffic - #2","Broad JP Cities","JD Painting with Graphic - Copy",2026-01-08,not_delivering,ad,206,208,1.00970874,"7-day click or 1-day view","Landing page views",1,70,70,2025-12-26,2026-01-13,0,0,10,336.53846154,,,7,14,,,1,70,14.28571429,5,2.42718447,2026-01-08,2026-01-08
Sales,"Web Audience Retarg","Poster [Redirect link] + related Media",2026-01-03,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-27,2026-01-13,0,0,,,,,,,,0,,,0,,,2026-01-03,2026-01-03
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2026-01-03,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-08,2025-12-31,0,0,,,,,,,,0,,,0,,,2026-01-03,2026-01-03
Sales,"Web Audience Retarg","Flexible 3 Groups",2026-01-02,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,0,0,2025-11-27,2026-01-13,0,0,,,0,2,,,0,0,,,0,,,2026-01-02,2026-01-02
"ABOS Traffic - #2","Broad JP Cities","JD Konnichiwa Video - Copy",2026-01-01,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2025-12-26,2026-01-13,0,0,,,0,1,,,,,,,0,,,2026-01-01,2026-01-01
"ABOS Traffic - #2","Broad JP Cities","JD announcement date post",2026-01-01,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,1,,2025-12-26,2026-01-13,0,0,,333.33333333,,,,,,,,,0,,,2026-01-01,2026-01-01
Sales,"Web Audience Retarg","Flexible 3 Groups",2026-01-01,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-27,2026-01-13,0,0,,,,,,,0,,,,0,,,2026-01-01,2026-01-01
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2026-01-01,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-08,2025-12-31,0,0,,,,,,,,0,,,0,,,2026-01-01,2026-01-01
