Time Posted,"Image URL","Caption","Media Type (Image, Video, Carousel)","Engagements","Views","Reach","Clicks","Likes","Shares","Comments"
"Nov 25, 2025 09:17:49 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122171313944476622-3d8d34fc6629f5.jpg","完売までもう数枠！

初日チケットはほぼ完売、
残りも売り切れ間近です。

お急ぎでチケットを入手してください！

Very few tickets remain for our opening this Friday. Join us and be part of the Tokyo premiere, link in bio.","album","124","1498","825","45","38","2","9"
"Nov 25, 2025 02:20:45 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122171286266476622-923a63eb3cacae.jpg","🎨 あと3日で開幕！
アーティスト、ジョニー・デップ
30年分の創造力、解放。
100点超のアート、集結。
13空間の没入体験、始動。
今冬、東京に降臨する唯一無二の展覧会。 
「A Bunch of Stuff」 11.28 FRI START 
 詳細・チケット → プロフィールリンク 

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。
公式パートナー：ファミリーマート、Hot Toys、JPS Gallery
@johnnydepp @familymart.japan @hottoyscollectibles @hottoys_japan @jpsgallery

🎨 3 Days Until Opening!
Artist Johnny Depp—
30 years of creativity, unleashed.
Over 100 artworks, assembled.
13 immersive worlds, activated.
A one-of-a-kind exhibition descending on Tokyo this winter.

“A Bunch of Stuff” opens 11.28 (Fri)
Details & tickets → Link in bio

Official Partners: Silk the Rich, FamilyMart, Hot Toys, JPS Gallery","photo","174","1743","974","60","52","3","14"
"Nov 24, 2025 11:32:48 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122171194646476622-3fcd787714a989.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展 ⁠
これはパレットではなく地図帳。光の軌跡、感情の遺跡、⁠
そして帰郷の道筋。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff ⁠
Not a palette—an atlas. Tracks of light, ruins of feeling, ⁠
routes back home.⁠
⁠
Official Partners: Silk the Rich, FamilyMart, Hot Toys, and JPS Gallery.","photo","130","1971","1083","31","41","7","17"
"Nov 23, 2025 09:32:33 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122171099558476622-9b7416c853eeba.jpg","特別展：ジョニー・デップ
『A Bunch of Stuff』展 
スクリーンを離れたもう一つの顔
心の奥を映すキャンバスが開かれる

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery

Special Exhibition: Johnny Depp
A Bunch of Stuff – November 2025 -

Another face beyond the screen
Canvases reflecting the depths of his heart are unveiled

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","385","3955","2392","165","100","9","38"
"Nov 21, 2025 06:38:25 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170910822476622-3bf0e5fe20f9d7.jpg","特別展：ジョニー・デップ
『A Bunch of Stuff』展 
描くことは、思い出すこと。思い出すことは、感じること。
『A Bunch of Stuff』の中で、光そのものが記憶となり、
一筆一筆が、深く生きた人生の静かな余韻となる。

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery

Special Exhibition: Johnny Depp
A Bunch of Stuff 
To paint is to remember. To remember is to feel.
In A Bunch of Stuff, light itself becomes memory — every stroke a quiet echo of a life lived deeply.

This exhibition is presented by Silk the Rich.
Official Partners: FamilyMart, Hot Toys, and JPS Gallery.

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","224","3019","1716","83","65","4","17"
"Nov 20, 2025 01:08:19 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170807748476622-85101d444f453a.jpg","【開幕日決定のお知らせ】⁠
⁠
ジョニー・デップによる没入型エキシビション「A Bunch of Stuff」東京展が、⁠
2025年11月28日(金)より正式に開幕いたします。⁠
⁠
📍 会場:NEWoMan高輪 南館2F「+Base 0」⁠
📅 期間:2025年11月28日〜2026年5月6日⁠
🎫 チケット:好評販売中(プロフィールのリンクから)⁠
⁠
ジョニーの30年以上にわたる創作活動から生まれた100点以上の作品を、13の没入型空間でご体験ください。⁠
⁠
詳細・チケット購入:⁠
🔗 abunchofstuff.com/ja⁠
プロフィールのリンクからもアクセス可能⁠
⁠
[Opening Date Announcement]⁠
⁠
The Tokyo edition of Johnny Depp’s immersive exhibition “A Bunch of Stuff” will officially open on Friday, November 28, 2025!⁠
⁠
📍 Venue: NEWoMan Takanawa, South Building 2F “+Base 0”⁠
📅 Period: November 28, 2025 – May 6, 2026⁠
🎫 Tickets: Now on sale (link in bio)⁠
⁠
Experience over 100 works from more than 30 years of Johnny’s creative journey, showcased across 13 immersive spaces.⁠
⁠
Details & Tickets:⁠
🔗 abunchofstuff.com/ja ⁠
Also available via the link in bio ⁠
⁠
#ABunchOfStuff #JohnnyDepp #東京展覧会 #NEWoMan高輪 #没入型アート","photo","406","3853","2074","181","110","21","23"
"Nov 19, 2025 05:31:30 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170742336476622-43489e568a2afa.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展 ⁠
愛する人々を描いた温かな肖像⁠
私的な記憶に触れるひととき⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff – November 2025 –⁠
⁠
See Johnny Depp’s ‘Bunnyman man’ and over 60 pieces of his original art at A Bunch Of Stuff Tokyo. ⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","282","3008","1489","103","77","8","29"
"Nov 18, 2025 08:02:17 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170656584476622-59e3316ed3fea9.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展 ⁠
眼は見るだけではない——感じている。⁠
一筆ごとに鼓動があり、一色ごとに告白がある。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery

Special Exhibition: Johnny Depp
A Bunch of Stuff 
The eye does not only see — it feels.
In every brushstroke, a heartbeat; in every hue, a confession.

This exhibition is presented by Silk the Rich.
Official Partners: FamilyMart, Hot Toys, and JPS Gallery.","photo","325","2686","1478","165","75","8","21"
"Nov 17, 2025 06:24:05 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170560878476622-a2a43dde0efb40.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展 ⁠
色彩を削ぎ、光で語る表現⁠
俳優を越えたアーティストの真髄⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff – November 2025 –⁠
Stripped-down colors, expression through light⁠
The essence of the artist beyond the actor⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","269","2626","1510","86","91","8","21"
"Nov 17, 2025 12:18:14 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170541396476622-ade2a2d88096f8.jpg","特別展:ジョニー・デップ

A Bunch of Stuff – 2025年11月 –
ジョニー・デップがキャンバスに独特な質感を与えるためにRizlaペーパーを使用していることをご存知ですか?

1999年の作品「Who's Who?」でもその技法がご覧いただけます。

この作品をはじめ、数多くの作品を11月開催のA Bunch Of Stuff 東京展でぜひご覧ください。 ⁠

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff – November 2025 –⁠
⁠
Did you know that Johnny Depp uses Rizla papers to give unique texture to his canvases, as seen here with Johnny’s 1999 painting ‘Who’s Who?’. Check out this artwork and many more at A Bunch Of Stuff Tokyo, opening this November. ⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","264","2307","1245","120","60","10","24"
"Nov 15, 2025 08:20:36 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170363460476622-8dacbc02bfb1c1.jpg","特別展：ジョニー・デップ
『A Bunch of Stuff』展 
記憶と感情を描線に変える筆致
ジョニー・デップが紡ぐ肖像の叙事詩

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery

Special Exhibition: Johnny Depp
A Bunch of Stuff 

Brushstrokes that transform memory and emotion
A portrait epic woven by Johnny Depp

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","302","2300","1196","104","88","9","31"
"Nov 14, 2025 04:01:00 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170252052476622-ed089985279b65.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展 ⁠
絵具の断片ひとつひとつに、人生が宿る。⁠
愛、喪失、驚嘆~それらが形に編み込まれていく。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff ⁠
Each fragment of paint carries a life—love, loss, wonder—woven into form.⁠
⁠
This exhibition is presented by Silk the Rich.⁠
Official Partners: FamilyMart, Hot Toys, and JPS Gallery.","photo","179","2071","1036","66","46","5","20"
"Nov 12, 2025 07:28:28 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122170066328476622-a5ad7331486184.jpg","ジョニー・デップによる没入型エキシビション「A Bunch of Stuff」の“東京エディション”は、いままさに最後の仕上げ段階に入っています。
 
NEWoMan高輪の会場では追加の技術調整が必要となったため、すべての空間・音・映像が世界水準に到達するまで、開幕をわずかに後ろ倒しさせていただきます。
 
 既にチケットをお持ちの方には、ご来場時に特別なギフトをご用意しており、予約変更のご案内を直接ご連絡させていただきます!最新情報、新しい開幕日、ジョニー・デップの来日情報、そして東京限定体験の先行公開については、公式LINEコミュニティにぜひご参加ください。リンクはプロフィールをご覧ください。
 
リンクはプロフィールをご覧ください。 このエキシビションはSilk the Rich (@silk_therich)の提供での開催。 公式パートナー:ファミリーマート、Hot Toys、JPS Gallery
@familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery
 
We are putting the final touches on the Tokyo edition of Johnny Depp’s immersive exhibition “A Bunch of Stuff.”
 
Due to some minor, additional technical work needed at NEWoMAN Takanawa, we’ve decided to push the opening date slightly to ensure every room, sound and image meets our world-class standard. All existing ticket holders who this affects will receive an exclusive gift when they attend and will be contacted directly to rebook!
 
Join our exclusive LINE Community to be the first to hear about updates, including the new opening date, Johnny Depp’s in-person appearance, a first look at the Tokyo-only experiences and more. Link in bio.","photo","225","2254","1182","74","70","12","22"
"Nov 9, 2025 11:22:29 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122169770456476622-7b0603613258e3.jpg","特別展：ジョニー・デップ
『A Bunch of Stuff』展 
スターではなく、アーティストとしての真実
静かにその扉が開く

このエキシビションはSilk the Rich (@silk_therich)の提供での開催。

公式パートナー:ファミリーマート、Hot Toys、JPS Gallery
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery

“Special Exhibition: Johnny Depp
A Bunch of Stuff

The truth of the artist, not the star
This November, the doors quietly open

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN”","album","491","3550","1700","275","88","7","37"
"Nov 7, 2025 04:15:52 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122169611060476622-602f45cfa46aa8.jpg","ジョニー・デップ 特別展 “A Bunch of Stuff”⁠
⁠
世界を魅了し続ける伝説が、東京に降臨。⁠
海外初公開となる本展覧会では、ジョニー・デップの創造性とファミリーマートの日常が交差する、特別なコラボレーションが実現。⁠
アートと生活が溶け合う、これまでにない体験があなたを待っています。⁠
⁠
📅 2025年11月スタート 🎨 ニューヨークから初上陸。⁠
⁠
このエキシビションはSilk the Rich (@silk_therich)の提供での開催。⁠
公式パートナー:ファミリーマート、Hot Toys、JPS Gallery⁠
@johnnydepp @familymart.japan @hottoyscollectibles, @hottoys_japan, @jpsgallery⁠
⁠
Johnny Depp Special Exhibition “A Bunch of Stuff”⁠
⁠
The legend that continues to captivate the world descends upon Tokyo. ⁠
⁠
Making its first appearance outside the United States, this special exhibition features a unique collaboration with FamilyMart. Experience an unprecedented fusion of art and daily life that awaits you.⁠
⁠
📅 Launching November 2025 🎨 First arrival from New York⁠
⁠
This exhibition is proudly presented by Silk The Rich In collaboration with FamilyMart, Hot Toys, and JPS Gallery.⁠
⁠
#ジョニーデップ #ABunchOfStuff #SilkTheRich #ファミマ #特別展 #東京","photo","224","2098","1107","76","53","2","33"
"Nov 4, 2025 11:06:33 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122169313544476622-47858671562d09.jpg","「伝説は終わらない。」⁠
世界を揺るがした本人が⁠
ついに日本へ――⁠
ジョニー・デップ特別展⁠
人、敬愛するアイコンの肖像を、余白を活かした簡潔な構図と柔らかな筆致で表現します。","photo","722","6009","3423","388","165","12","48"
"Nov 3, 2025 12:59:39 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122169211328476622-142221e52c9310.jpg","“特別展：ジョニー・デップ
『A Bunch of Stuff』展 - 11月14日 -
記憶を抱く光、沈黙を語る色彩
デップの筆跡が導く静かな旅路”

“Special Exhibition: Johnny Depp
A Bunch of Stuff – November 14 –

Light that embraces memory, colors that speak in silence.
A quiet journey guided by Depp’s brushstrokes.

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN”","photo","572","5038","2980","277","149","9","32"
"Nov 2, 2025 11:47:53 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122169102728476622-8637268ffe0540.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展⁠
11月14日⁠
映画の彼ではなく、画家としての真実が現れる――⁠
⁠
幼少期から続く素描の習慣は、彼にとって心の避難所であり、筆を通じて家族や友人への愛を静かに語ります。⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","581","3912","2204","203","161","18","67"
"Oct 31, 2025 05:20:23 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122168948114476622-34edf93c30fbd0.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展 - 11月14日 -⁠
夢と記憶が混ざり合う肖像の物語⁠
特別展で感じる想像力の解放⁠
⁠
彼のキャンバスには、スターとしての仮面ではなく、親しい人々や敬愛するアイコンへの真摯な眼差しが刻まれています。⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff – November 14 –⁠
A story of portraits where dreams and memories intertwine⁠
Experience the liberation of imagination at the special exhibition⁠
⁠
On his canvases, it is not the mask of a star but a sincere gaze toward close loved ones and admired icons that is engraved.⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #東京 #日本展覧会 #WeAreNSN #アート","photo","412","3738","2147","140","136","11","31"
"Oct 29, 2025 11:03:33 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122168760224476622-c614b0933c987f.jpg","“世界を魅了してきた彼の存在が、今、日常のすぐそばに”⁠
⁠
特別展とともに広がる⁠
ジョニー・デップ × ファミリーマート コラボレーション⁠
⁠
@johnnydepp @familymart.japan⁠
⁠
ジョニー・デップ⁠
ハリウッドを代表する俳優であり、音楽やアートの分野でも活動する多彩なクリエイター。今回、11月14日より開幕する特別展と同時に、ファミリーマートとのコラボレーションも実現。日本のファンがこれまで以上に身近に彼を感じられる、忘れられない瞬間となるだろう。⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN #アート #東京","photo","355","3006","1612","120","113","7","27"
"Oct 28, 2025 11:29:10 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122168682770476622-e4e3d1111bccda.jpg","特別展：ジョニー・デップ⁠
『A Bunch of Stuff』展⁠
11月14日⁠
光と記憶を抱くアートが、静かに息づく――⁠
⁠
余白を生かした構図と繊細な色彩は、デップが俳優としてではなく一人の人間として持つ静かな情熱を伝えます。⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff: November 14⁠
Art that embraces light and memory quietly comes to life—⁠
Compositions that use empty space and delicate colors convey Depp’s quiet passion, not as an actor, but as a human being.⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN #アート #東京 #高輪ゲートウェイ","photo","307","2985","1744","98","108","6","21"
"Oct 27, 2025 11:01:58 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122168599154476622-6fc5753ad3ae3a.jpg","世界を虜にした存在が、今ここに息づく。⁠
特別展から広がる新たな世界⁠
ジョニー・デップ × ファミリーマート⁠
コラボレーション⁠
⁠
@johnnydepp @familymart.japan⁠
⁠
ジョニー・デップ⁠
今回、11月14日より開幕する特別展と同時に、ファミリーマートとのコラボレーションも実現。日本のファンがこれまで以上に身近に彼を感じられる、忘れられない瞬間となるだろう。⁠
⁠
The presence that has captivated the world now breathes here.⁠
A new world unfolds from the special exhibition⁠
Tickets available at FamilyMart⁠
⁠
Alongside the special exhibition opening on November 14, a collaboration with FamilyMart is also coming to life. For fans in Japan, it will be an unforgettable moment to feel closer to him than ever before.⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN #東京 #アート","photo","562","4160","2480","197","180","13","40"
"Oct 24, 2025 05:13:52 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122168343962476622-b1306ea562a2b4.jpg","世界を虜にした存在が、今ここに息づく。⁠
光を通して記憶を守る肖像の物語⁠
特別展で体感するジョニー・デップの創作世界⁠
⁠
ジョニー・デップ(@johnnydepp)の情熱は、光を通して記憶を守り、肖像で物語を紡ぐ行為です。近年の「Let the Light In」や「Friends & Heroes」シリーズでは、愛する人々や人生の象徴を直感的な筆致で描き、静かな内省とつながりを伝えています。⁠
⁠
The presence that has captivated the world now breathes here.⁠
A story of portraits preserving memory through light⁠
Experience Johnny Depp’s creative world at the special exhibition⁠
⁠
Johnny Depp’s passion lies in preserving memory through light and weaving stories in portraits. He expresses his love and respect for family, friends, and admired icons through minimal compositions and soft light. In recent series such as “Let the Light In” and “Friends & Heroes,” he paints loved ones and symbols of life with intuitive brushstrokes, conveying quiet introspection and deep connection.⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN #東京 #アート","photo","491","4629","2450","172","152","12","46"
"Oct 23, 2025 07:55:38 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122168262722476622-5b61b6f0bd7a7d.jpg","特別展：ジョニー・デップ⁠
11月14日より開幕ッ！⁠
⁠
彼の存在は、あなたが思うより近くに――⁠
⁠
続報をお楽しみに！⁠
⁠
A Bunch Of Stuff by Johnny Depp⁠
Opening November 14!⁠
⁠
His presence is closer than you think—⁠
⁠
Stay tuned for more updates!⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN #東京","photo","1180",,"6238","507","339","37","58"
"Oct 22, 2025 10:56:44 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122168120228476622-f018b53f3bb065.jpg","特別展：ジョニー・デップ⁠
「A Bunch of Stuff」⁠
11月14日⁠
彼の私的な創作世界が、目の前に広がる⁠
ーージョニー・デップの作品は、映画では⁠
語れない内面世界を映し出し、⁠
親密な人々や憧れの存在への敬意を柔らかな筆致で刻んでいます。⁠
⁠
Special Exhibition: Johnny Depp⁠
A Bunch of Stuff Opening November 14⁠
⁠
His private world of creation unfolds before your eyes—⁠
Johnny Depp’s works reveal an inner world that cannot be expressed through film, capturing his respect and affection for close loved ones and admired figures with gentle, expressive brushstrokes.⁠
⁠
#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","photo","977","14761","9908","502","243","18","46"
"Oct 17, 2025 05:49:44 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122167679516476622-fe4589634cda60.jpg","「日本へ、こんにちは」
ジョニー・デップ(@johnnydepp）からの特別なメッセージ

Konnichiwa, Japan.
A special message from Johnny.

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","video_inline","1933","9986","8023","751","587","64","120"
"Oct 17, 2025 11:07:21 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/fb-analytics/397113476816736_122167658762476622-6e7fa40998d9c5.jpg","「日本へ、こんにちは」
ジョニー・デップ(@johnnydepp）からの特別なメッセージ

Konnichiwa, Japan.
A special message from Johnny.

#ABunchOfStuff #JohnnyDepp #TokyoExhibition #ImmersiveArt #BAUART #ArtExhibition #Tokyo #日本展覧会 #WeAreNSN","video_inline","361",,"354","143","74","33","17"
